,STATEFP,COUNTYFP,CensusTract,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry,TRACTCE,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,2003_Fast Food Coverage Ratio,2004_Fast Food Coverage Ratio,2005_Fast Food Coverage Ratio,2006_Fast Food Coverage Ratio,2007_Fast Food Coverage Ratio,2008_Fast Food Coverage Ratio,2009_Fast Food Coverage Ratio,2010_Fast Food Coverage Ratio,2011_Fast Food Coverage Ratio,2012_Fast Food Coverage Ratio,2013_Fast Food Coverage Ratio,2014_Fast Food Coverage Ratio,2015_Fast Food Coverage Ratio,2017_Fast Food Coverage Ratio,2003_rank,2004_rank,2005_rank,2006_rank,2007_rank,2008_rank,2009_rank,2010_rank,2011_rank,2012_rank,2013_rank,2014_rank,2015_rank,2017_rank
465,36,47,38200,1400000US36047038200,36047038200,382,CT,233431,0,"POLYGON ((-73.98464 40.593551999999995, -73.98179 40.593868, -73.980711 40.593997, -73.978764 40.592825, -73.97847999999999 40.589653999999996, -73.980938 40.589376, -73.983803 40.589042, -73.983901 40.589573, -73.98420399999999 40.591166, -73.98464 40.593551999999995))",36047038200,New York,Kings County,1,5943,2015,0,0,0,0,0,0,0,0,1,39.5,20350,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3967,1708,598,1078,2397,1364,4,76,1024,1970,1853,1371,0,0,0,0,0,0,0,5659,5659,5659,6197,6197,6197,6197,no rank,no rank,no rank,no rank,no rank,no rank,no rank,12,8,7,7,7,6,8
466,36,47,26800,1400000US36047026800,36047026800,268,CT,178969,0,"POLYGON ((-73.993343 40.612772, -73.99275999999999 40.613333999999995, -73.99055899999999 40.612004, -73.98835799999999 40.610675, -73.98612899999999 40.60933, -73.98733899999999 40.608168, -73.987965 40.607566, -73.99019299999999 40.608911, -73.99239399999999 40.610240999999995, -73.994597 40.611571, -73.993343 40.612772))",36047026800,New York,Kings County,1,4188,1472,0,5,0.12,0,0,0,0,0,1,20.6,43291,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,893,566,2583,44,1237,0,1,323,604,687,391,0,0,0,0,0,0,0,4035,4035,4035,3841,3841,3841,3841,no rank,no rank,no rank,no rank,no rank,no rank,no rank,61,50,49,71,68,61,60
467,36,47,64600,1400000US36047064600,36047064600,646,CT,165636,0,"POLYGON ((-73.943145 40.617425999999995, -73.941282 40.61763, -73.94045299999999 40.617929, -73.93971599999999 40.618406, -73.93787499999999 40.616757, -73.93605699999999 40.615123, -73.937542 40.614165, -73.938254 40.613701999999996, -73.93897 40.61324, -73.940788 40.614872, -73.942993 40.616969, -73.943145 40.617425999999995))",36047064600,New York,Kings County,1,2189,670,0,0,0,0,0,0,0,0,0,7.8,116146,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,673,226,1807,133,166,0,1,82,171,121,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
468,36,47,43600,1400000US36047043600,36047043600,436,CT,137521,0,"POLYGON ((-73.980805 40.614447, -73.979638 40.615565, -73.977408 40.614218, -73.974777 40.612638, -73.974515 40.611256999999995, -73.974391 40.61058, -73.976372 40.611768999999995, -73.97701099999999 40.611173, -73.979474 40.612666, -73.980707 40.613402, -73.981438 40.613838, -73.980805 40.614447))",36047043600,New York,Kings County,1,4160,1578,0,6,0.14,0,0,0,0,0,1,21.1,62313,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682,781,608,2664,52,1114,2,8,320,520,791,435,0,0,4320.5,4380.6,4440.7,4500.8,4560.9,4621,0,0,0,0,0,0,no rank,no rank,49,53,47,39,35,35,no rank,no rank,no rank,no rank,no rank,no rank
469,36,47,74000,1400000US36047074000,36047074000,740,CT,162388,0,"POLYGON ((-73.943409 40.62956, -73.941509 40.629678, -73.939605 40.629795, -73.939356 40.627458, -73.939157 40.6256, -73.939557 40.625158, -73.94072 40.625015, -73.941681 40.624907, -73.942645 40.6248, -73.94309299999999 40.62719, -73.943409 40.62956))",36047074000,New York,Kings County,1,3531,1057,0,0,0,0,0,0,0,0,1,9,63658,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328,941,323,372,2412,365,2,18,362,417,351,260,0,0,0,0,0,3685.4,3693.2,3701,3701,3701,4122,2061,2061,2061,no rank,no rank,no rank,no rank,no rank,83,80,80,70,70,54,204,198,198
470,36,47,28200,1400000US36047028200,36047028200,282,CT,169389,73215,"POLYGON ((-74.0077100448287 40.5986709706622, -74.00514 40.601431999999996, -74.00263 40.603846999999995, -74.001846 40.603431, -74.001098 40.603034, -74.00032399999999 40.60262, -74.001545 40.601442, -74.00283 40.600204, -74.00444999999999 40.598647, -74.004948 40.598172, -74.00572229100179 40.5973618352118, -74.00577945986939 40.597399486650396, -74.0077100448287 40.5986709706622))",36047028200,New York,Kings County,1,2943,1224,0,0,0,0,0,0,0,0,0,19.6,74102,0,0,0,0,0,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477,517,502,1850,37,928,0,0,128,250,377,312,0,0,0,0,0,0,0,0,0,0,0,0,3496,3496,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,78,80
471,36,47,77200,1400000US36047077200,36047077200,772,CT,404333,0,"POLYGON ((-73.95729899999999 40.630511999999996, -73.956616 40.630590999999995, -73.955473 40.631431, -73.95624099999999 40.635509, -73.952462 40.635922, -73.95201 40.633531, -73.951059 40.633635, -73.95083799999999 40.632354, -73.947543 40.631581, -73.947458 40.63059, -73.950448 40.63026, -73.950177 40.628851999999995, -73.951106 40.62875, -73.95488499999999 40.628336, -73.955812 40.628234, -73.956847 40.628119999999996, -73.957124 40.629585999999996, -73.95729899999999 40.630511999999996))",36047077200,New York,Kings County,1,3394,1164,0,8,0.24,0,0,0,0,0,1,8.3,66420,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728,830,393,1376,1673,99,1,12,233,414,463,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
472,36,47,118600,1400000US36047118600,36047118600,1186,CT,131527,0,"POLYGON ((-73.87156999999999 40.681686, -73.86980799999999 40.682187, -73.868132 40.682666, -73.866295 40.683189, -73.866027 40.681917999999996, -73.86410099999999 40.682373, -73.863787 40.681114, -73.865748 40.680651999999995, -73.867541 40.680429, -73.869342 40.680191, -73.8712 40.680222, -73.87156999999999 40.681686))",36047118600,New York,Kings County,1,2969,797,0,22,0.74,0,0,0,0,0,1,19.3,62031,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,811,236,690,640,462,0,48,1129,1700,400,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
473,36,47,89400,1400000US36047089400,36047089400,894,CT,172215,0,"POLYGON ((-73.919097 40.664229999999996, -73.91814099999999 40.664373, -73.917221 40.66451, -73.91626699999999 40.664654, -73.915875 40.663115999999995, -73.91682999999999 40.662973, -73.916434 40.661432, -73.914526 40.661722, -73.914131 40.660181, -73.913736 40.658645, -73.915567 40.658393, -73.917074 40.659745, -73.917419 40.660050999999996, -73.918185 40.660726, -73.91829899999999 40.661162, -73.918703 40.662693999999995, -73.919097 40.664229999999996))",36047089400,New York,Kings County,1,3430,1142,0,148,4.31,0,0,0,0,0,1,31.1,46691,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521,947,326,120,3117,19,0,12,162,379,628,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
474,36,47,64200,1400000US36047064200,36047064200,642,CT,235070,0,"POLYGON ((-73.94930599999999 40.614031, -73.947458 40.614199, -73.946574 40.614788999999995, -73.945737 40.615362999999995, -73.944827 40.616046, -73.94417399999999 40.612722, -73.943699 40.610214, -73.943641 40.609859, -73.944672 40.609743, -73.94559799999999 40.609643, -73.948414 40.609333, -73.94882 40.611477, -73.94930599999999 40.614031))",36047064200,New York,Kings County,1,2518,936,0,0,0,0,0,0,0,0,0,18.6,84821,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697,631,355,2167,41,170,1,4,135,246,304,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
475,36,47,43800,1400000US36047043800,36047043800,438,CT,156072,0,"POLYGON ((-73.974515 40.611256999999995, -73.972398 40.611491, -73.971379 40.611602, -73.970452 40.611703999999996, -73.96952499999999 40.611807999999996, -73.968153 40.611959999999996, -73.967668 40.609404, -73.96997 40.60915, -73.971913 40.608936, -73.972994 40.608813999999995, -73.974031 40.608702, -73.974184 40.609463, -73.974391 40.61058, -73.974515 40.611256999999995))",36047043800,New York,Kings County,1,2481,924,0,0,0,0,0,0,0,0,1,27.8,55000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357,620,350,2080,40,203,0,5,153,218,406,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
476,36,47,14200,1400000US36047014200,36047014200,142,CT,200223,0,"POLYGON ((-74.025345 40.622859, -74.02475 40.624320999999995, -74.02238899999999 40.622896, -74.021794 40.624355, -74.021495 40.625084, -74.021194 40.625816, -74.019632 40.624879, -74.02006399999999 40.624285, -74.018879 40.624303, -74.019075 40.623615, -74.019705 40.622184999999995, -74.020686 40.621835, -74.022933 40.619502, -74.02446599999999 40.620436999999995, -74.026214 40.621491, -74.025345 40.622859))",36047014200,New York,Kings County,1,3223,1381,0,0,0,0,0,0,0,0,1,10.5,66302,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,584,382,2384,56,453,0,13,317,507,569,127,774.325,764.1,753.875,743.65,586.74,578.56,570.38,468.5,468.5,401.5714286,385.5,385.5,440.5714286,440.5714286,257,277,309,337,370,377,375,419,435,457,473,487,498,502
477,36,47,34800,1400000US36047034800,36047034800,348,CT,592737,87258,"POLYGON ((-73.990679 40.580059999999996, -73.988237 40.579704, -73.990006 40.580676, -73.98835799999999 40.583475, -73.98660799999999 40.583718999999995, -73.987084 40.584618999999996, -73.984928 40.584596, -73.98400099999999 40.584699, -73.982812 40.583791999999995, -73.980839 40.583314, -73.980274 40.583133, -73.977504 40.582784, -73.974638 40.583113999999995, -73.97461799999999 40.582786, -73.974498 40.581874, -73.97468599999999 40.579977, -73.976271 40.579820999999995, -73.977941 40.579626, -73.98197499999999 40.579254, -73.981256 40.575562999999995, -73.983435 40.575413999999995, -73.984149 40.579052999999995, -73.986276 40.578823, -73.990504 40.578358, -73.990679 40.580059999999996))",36047034800,New York,Kings County,1,2537,757,0,3,0.12,0,0,0,0,0,1,28.7,58542,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537,752,116,1040,159,423,0,35,880,1302,255,210,0,2102.939,2112.449,707.3196667,532.86725,713.66,716.83,1080,1080,1080,718.5,718.5,718.5,958,no rank,175,190,341,374,366,368,349,344,352,432,432,440,398
478,36,47,12200,1400000US36047012200,36047012200,122,CT,181661,0,"POLYGON ((-74.02019 40.639145, -74.01960799999999 40.639703999999995, -74.019024 40.640263999999995, -74.018422 40.640845999999996, -74.016167 40.639483, -74.013961 40.638152999999996, -74.014567 40.637571, -74.015146 40.637014, -74.01606799999999 40.636139, -74.016306 40.635895999999995, -74.016752 40.635439999999996, -74.018897 40.636856, -74.019554 40.637091, -74.021087 40.638262, -74.02019 40.639145))",36047012200,New York,Kings County,1,5339,1520,0,0,0,0,0,0,0,0,1,30.9,38517,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092,1346,417,1719,116,2114,5,48,1337,2424,1083,623,0,0,0,0,0,0,0,4925,4925,2462.5,2972.5,2972.5,1981.666667,2972.5,no rank,no rank,no rank,no rank,no rank,no rank,no rank,25,19,163,122,117,208,120
479,36,47,93800,1400000US36047093800,36047093800,938,CT,131105,0,"POLYGON ((-73.926547 40.652392, -73.92560999999999 40.652446, -73.923666 40.652538, -73.922849 40.652463, -73.923585 40.65052, -73.922519 40.650587, -73.92231199999999 40.648658, -73.923249 40.648599, -73.92612 40.64842, -73.926326 40.650349999999996, -73.926547 40.652392))",36047093800,New York,Kings County,1,2374,867,0,0,0,0,0,0,0,0,0,14,73715,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,532,317,19,2259,18,0,0,78,96,413,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
480,36,47,49000,1400000US36047049000,36047049000,490,CT,191799,0,"POLYGON ((-73.976415 40.638168, -73.975488 40.63827, -73.97456199999999 40.638373, -73.97346499999999 40.638495, -73.973941 40.640882, -73.971222 40.64118, -73.970772 40.638791, -73.970291 40.636407, -73.971361 40.636286, -73.97410599999999 40.635981, -73.975962 40.635779, -73.976415 40.638168))",36047049000,New York,Kings County,1,5899,2197,0,12,0.2,0,0,0,0,0,1,23.8,54943,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2169,1410,673,3781,541,928,2,39,608,783,1257,295,0,0,0,0,0,0,0,0,0,0,0,0,0,6290,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,6
481,36,47,115200,1400000US36047115200,36047115200,1152,CT,166136,0,"POLYGON ((-73.89367 40.674822, -73.892766 40.674956, -73.890959 40.675224, -73.889151 40.675495999999995, -73.88883799999999 40.674251, -73.888515 40.672982999999995, -73.888192 40.671715, -73.889096 40.671582, -73.890878 40.671318, -73.89271099999999 40.671046, -73.893028 40.672315, -73.893352 40.673581999999996, -73.89367 40.674822))",36047115200,New York,Kings County,1,3094,942,0,10,0.32,0,0,0,0,0,1,25.4,45694,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452,1047,241,258,2113,55,3,36,629,971,634,422,0,0,0,2793.6,2852.2,0,0,0,0,0,3075,3075,768.75,615,no rank,no rank,no rank,141,145,no rank,no rank,no rank,no rank,no rank,111,109,426,466
482,36,47,55400,1400000US36047055400,36047055400,554,CT,169301,0,"POLYGON ((-73.96238 40.609986, -73.960444 40.610202, -73.95952 40.610302, -73.958593 40.610403, -73.957724 40.6058, -73.959576 40.605596, -73.960732 40.60547, -73.961732 40.605357999999995, -73.96188599999999 40.607336, -73.96238 40.609986))",36047055400,New York,Kings County,1,4216,1702,0,0,0,0,0,0,0,0,1,28,47214,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2135,848,596,3354,83,506,3,14,256,398,925,438,0,0,0,0,0,0,0,0,0,3316,4492,2246,2246,1497.333333,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,92,39,178,172,286
483,36,47,19000,1400000US36047019000,36047019000,190,CT,212933,0,"POLYGON ((-74.003436 40.620695999999995, -74.00285699999999 40.621252999999996, -74.002276 40.621815, -74.00120199999999 40.622842999999996, -74.00053 40.62349, -73.999321 40.624656, -73.99771299999999 40.62368, -73.998295 40.621618999999995, -73.998595 40.620501999999995, -73.99903599999999 40.618946, -73.999488 40.617405, -74.001818 40.618806, -74.004019 40.620135999999995, -74.003436 40.620695999999995))",36047019000,New York,Kings County,1,4782,1587,0,3,0.06,0,0,0,0,0,1,18.4,47587,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2172,1069,458,2058,75,1858,12,26,753,1127,696,293,0,4790.6,4839.5,4888.4,4937.3,2493.1,2517.55,2542,1271,1271,1170.5,1560.666667,1560.666667,1170.5,no rank,31,32,35,32,171,169,161,306,313,348,278,275,351
484,36,47,3000,1400000US36047003000,36047003000,30,CT,110188,0,"POLYGON ((-74.030891 40.638279, -74.03060599999999 40.638963, -74.030322 40.639647, -74.029095 40.640811, -74.029079 40.641273999999996, -74.026257 40.640132, -74.026861 40.639536, -74.027624 40.638805, -74.028004 40.638145, -74.028279 40.637468, -74.028658 40.636545999999996, -74.031268 40.637357, -74.030891 40.638279))",36047003000,New York,Kings County,1,1730,707,0,0,0,0,0,0,0,0,0,10.8,110000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,362,229,1246,46,257,1,2,178,295,217,48,0,0,0,1894.6,1875.7,1856.8,0,0,0,0,0,0,0,0,no rank,no rank,no rank,216,234,232,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
485,36,47,112800,1400000US36047112800,36047112800,1128,CT,184193,0,"POLYGON ((-73.89553099999999 40.662945, -73.89365 40.663222999999995, -73.891738 40.663506999999996, -73.889907 40.663778, -73.889785 40.663295, -73.888385 40.661338, -73.89001499999999 40.660636, -73.891649 40.659932999999995, -73.89327899999999 40.65923, -73.89469 40.661125999999996, -73.895151 40.661314, -73.89553099999999 40.662945))",36047112800,New York,Kings County,1,3822,1386,0,0,0,0,0,0,0,0,1,26.4,60156,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691,1008,345,299,3119,13,0,17,374,817,875,418,0,0,0,0,0,0,0,0,0,0,3910,3910,1955,1955,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,67,64,211,213
486,36,47,11400,1400000US36047011400,36047011400,114,CT,167792,0,"POLYGON ((-74.002091 40.639224999999996, -74.001508 40.639784999999996, -74.000925 40.640346, -74.00034099999999 40.640905, -73.999757 40.641467, -73.99917599999999 40.642026, -73.996974 40.640693999999996, -73.99551 40.63981, -73.99622699999999 40.639331, -73.99694199999999 40.638853, -73.998374 40.637893, -73.99909099999999 40.637415, -73.99980699999999 40.636936, -74.00267199999999 40.638667, -74.002091 40.639224999999996))",36047011400,New York,Kings County,1,3976,1173,0,397,9.98,0,0,0,0,0,1,35.4,45852,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2586,1176,575,2580,235,811,1,4,345,610,676,243,4236.3,4276.4,4316.5,4356.6,4396.7,4436.8,4476.9,4517,4517,4517,4538,4538,4538,4538,45,46,50,55,49,47,39,37,29,25,35,34,30,30
487,36,47,21200,1400000US36047021200,36047021200,212,CT,190833,0,"POLYGON ((-74.009224 40.630634, -74.008456 40.63115, -74.007739 40.63163, -74.00702299999999 40.63211, -74.004137 40.630364, -74.001931 40.629033, -74.002515 40.628475, -74.00309899999999 40.627916, -74.00435 40.626711, -74.006554 40.62804, -74.008754 40.629371, -74.010004 40.630113, -74.009224 40.630634))",36047021200,New York,Kings County,1,4643,1442,0,0,0,0,0,0,0,0,1,20.1,42188,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2791,1098,452,1398,31,2854,0,0,360,511,660,325,3984.5,0,0,0,0,0,0,0,0,0,0,0,0,0,55,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
488,36,47,37500,1400000US36047037500,36047037500,375,CT,158802,0,"POLYGON ((-73.923979 40.689274999999995, -73.922072 40.68949, -73.92121399999999 40.689018999999995, -73.92054999999999 40.688641, -73.91878299999999 40.687626, -73.918294 40.687357, -73.91804599999999 40.687213, -73.917996 40.686965, -73.91785 40.686233, -73.92325199999999 40.685612, -73.923396 40.686344999999996, -73.923542 40.687076, -73.923689 40.687810999999996, -73.923834 40.688541, -73.923979 40.689274999999995))",36047037500,New York,Kings County,1,2910,1112,0,29,1,0,0,0,0,0,1,21.9,56371,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306,758,191,241,2204,123,1,26,315,559,705,169,2864.3,2886.4,2908.5,2930.6,2952.7,2974.8,998.9666667,603.8,503.1666667,503.1666667,507,380.25,338,434.5714286,116,117,130,132,137,134,337,412,430,448,466,488,505,504
489,36,47,41600,1400000US36047041600,36047041600,416,CT,162563,0,"POLYGON ((-73.966357 40.60248, -73.963912 40.602748999999996, -73.964351 40.60507, -73.96342299999999 40.605173, -73.961732 40.605357999999995, -73.96136299999999 40.600589, -73.963455 40.600363, -73.965904 40.60009, -73.966357 40.60248))",36047041600,New York,Kings County,1,2324,736,0,0,0,0,0,0,0,0,1,22.9,53750,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062,734,308,2123,31,64,0,1,105,150,208,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
